restaurant_id,user_id,name,city,rating,rating_count,average_cost,cuisine,address
109258,2201,What's up Food,Adityapur,3.6,20+ ratings,200,Chinese,"What's up Food, Inner Circular Road, TMH Back Gate, Near Shambhu Paan Bhandhar, Bistupur, Jamshedpur"
483552,2205,AUROUS RESTRO LOUNGE,Adityapur,4.0,100+ ratings,500,"Continental,American","AUROUS RESTRO LOUNGE, SHANGRILLA TOWER 1ST FLOOR  SHANGRILLA TOWER,SB SHOP AREA MAIN  ROAD,BISTUPUR, Bistupur, Muncipality,  Purbi Singhbhum, Jharkhand - 831001"
517939,2231,The Novelty,Adityapur,2.7,20+ ratings,249,"South Indian,Chinese","The Novelty, M- 4 , NIT Coperative Society , NIT Main  Road , Adityapur 2 , District - Saraikela  Kharaswan , Jharkhand , ADITYAPUR-2,  ROAD NO- 3,4,5,6,7,8,9,10, NAGAR NIGAM  (ADITYAPUR), Saraikela, Jharkhand -"
154840,2258,Anand,Adityapur,4.3,500+ ratings,299,"South Indian,Indian","Anand, 7 J-road bistupr"
494001,2261,Kolkata Biryani - Jugsalai,Adityapur,3.8,50+ ratings,150,Biryani,"Kolkata Biryani - Jugsalai, Near jugsalai Railway fatak, Jugsalai, P.O & P.SJugsala, Churda,Patamda,purbi Singhbhum,Jharkhand,831006"
489362,2276,Mahi Momos,Adityapur,--,Too Few Ratings,200,Chinese,"Mahi Momos, J ROAD NEAR MRS.KMPM VOCATIONAL  COLLEGE BISTUPUR JAMSHEDPUR,  Bistupur, Muncipality, Purbi Singhbhum,  Jharkhand - 831001"
510109,2292,The Bawarchi,Adityapur,2.5,20+ ratings,150,"North Indian,Chinese","The Bawarchi, GNS Tower, Ram Das Bhatta, Bistupur, Jamshedpur, Jharkhand 831005"
249335,2300,BEYOND TEMPTATION,Adityapur,3.3,20+ ratings,199,"Pizzas,Pastas","BEYOND TEMPTATION, E/3, RAM DAS BHATTA ROAD, MUNCIPALITY"
174458,2303,Milanee s Kitchen,Adityapur,4.2,100+ ratings,399,"Bengali,Indian","Milanee s Kitchen, J Road, infront of women's college, bistupur, jamshedpur"
129691,2314,Al Karim Fast Food,Adityapur,4.2,100+ ratings,200,"Street Food,Chinese","Al Karim Fast Food, DHATKIDIH , B BLOCK , LINE NO 01 , H NO 04 ,NEAR KIDS INTERNATIONAL PLAY  SCOOL"
139864,2317,Raj Sweets and Snackes (Sindhi),Adityapur,3.7,20+ ratings,200,"Indian,South Indian","Raj Sweets and Snackes (Sindhi), Raj Sweets, Main Road Bistupur, Near Auto stand, Opposite Canara Bank, Jamshedpur"
486482,2369,The Moti Mahal,Adityapur,3.2,100+ ratings,399,"Indian,Chinese","The Moti Mahal, BESIDE CHAGANLAL JEWELERS OPP  FLOWER SHOP BISTUPUR MARKET,  Bistupur, Muncipality, Purbi Singhbhum,  Jharkhand - 831001"
109839,2446,Manohar Maharaj & Sons,Adityapur,4.3,50+ ratings,100,"South Indian,Chaat","Manohar Maharaj & Sons, 1/14, Bistupur Market, Bistupur, Jamshedpur"
102219,2449,Chinese Inn,Adityapur,4.2,50+ ratings,399,"Chinese,Indian","Chinese Inn, Contractors area, Bistupur, Jamshedpur"
364571,2453,DELLISH,Adityapur,3.6,20+ ratings,300,"Chinese,Continental","DELLISH, H NO. - NIL 32, 8TH AVENUE, SOUTHERN TOWN, BISTUPUR, P.O. & P.S,  BISTUPUR, MUNICIPALITY, PURBI SINGHBHUM (JHARKHAND) - 831001"
413342,2497,Ramesh Kulfi,Adityapur,3.3,20+ ratings,200,"Chinese,North Indian","Ramesh Kulfi, Masala Patti Bistupur,Near Fruit  Market,Jamshedpur,Jamshedpur Urban,Purbi Singhbhum,Jharkhand-831001"
387177,2506,New Gangour Sweets,Adityapur,4.1,50+ ratings,200,"Sweets,Snacks","New Gangour Sweets, SBI BUILDING, RAILWAY CROSSING, JUGSALAI, JAMSHEDPUR22"
141706,2518,Fakira Chanachur,Adityapur,4.3,20+ ratings,199,Snacks,"Fakira Chanachur, MAIN ROAD CO KIOSK, B.20 B INFRONT KAMANI CENTRE, BISTUPUR, JAMSHEDPUR"
